jj	Sesso	gem	disoccupati	dis1564
2004	M	62	10.039420344	9.9533988382
2004	M	63	1.9823476703	1.9823476703
2004	M	64	2.0511648746	2.0511648746
2004	M	65	0.9408602151	0.9408602151
2004	M	66	2.2427203065	2.2427203065
2004	M	67	16.536577679	16.536577679
2004	M	68	1	1
2004	M	70	9.0101161785	8.9962272896
2004	M	71	4.1700716846	4.1700716846
2004	M	72	16.62772834	16.62772834
2004	M	73	3.5214157706	3.5214157706
2004	M	74	4.591700655	4.591700655
2004	M	75	1.723655914	1.723655914
2004	M	76	12.704687307	12.704687307
2004	M	77	10.255008652	10.255008652
2004	M	79	3.9805555556	3.9805555556
2004	M	80	16.102663453	16.102663453
2004	M	81	5.8560066741	5.8560066741
2004	M	82	2.5895439377	2.5895439377
2004	M	83	11.257823508	11.257823508
2004	M	84	3.4984488938	3.4984488938
2004	M	85	4.7774811519	4.7774811519
2004	M	86	12.036654925	11.869988259
2004	M	87	10.468196144	10.468196144
2004	M	88	2.3820448647	2.3820448647
2004	M	89	3.6996415771	3.6996415771
2004	M	91	4.7113799283	4.7113799283
2004	M	92	2.7693548387	2.5999103943
2004	M	93	13.272929799	13.272929799
2004	M	94	6.9077802497	6.9077802497
2004	M	95	1.043341367	1.043341367
2004	M	96	4.6593189964	4.6593189964
2004	M	97	7.0697719689	7.0697719689
2004	M	98	3.5399641577	3.5399641577
2004	M	99	3.3156006674	3.3156006674
2004	M	100	1.1651989865	1.1651989865
2004	M	101	7.8746292176	7.8746292176
2004	M	102	3.0829780002	3.0829780002
2004	M	103	5.1156810036	5.1156810036
2004	M	104	7.3234427141	7.3234427141
2004	M	105	1.4206031393	1.4206031393
2004	M	106	2.7244283772	2.7244283772
2004	M	107	3.984831912	3.984831912
2004	M	108	4.9648158448	4.9648158448
2004	M	109	2.0899641577	2.0899641577
2004	M	110	1.388005191	1.388005191
2004	M	111	8.4884532196	8.4884532196
2004	M	112	0.5572580645	0.5572580645
2004	M	113	0.9086021505	0.9086021505
2004	M	114	3.6642473118	3.6642473118
2004	M	115	24.17395872	24.007292053
2004	M	116	7.0102150538	7.0102150538
2004	M	117	1.6198924731	1.6198924731
2004	M	118	1.0674329502	1.0674329502
2005	F	1	5.729921915	5.729921915
2005	F	2	1.4828853047	1.4828853047
2005	F	3	2.1172939068	2.1172939068
2005	F	4	62.967485919	62.967485919
2005	F	5	4.0442844342	4.0442844342
2005	F	6	9.2086917563	9.2086917563
2005	F	7	5.7132616487	5.7132616487
2005	F	8	591.6562468	590.95346902
2005	F	9	1.5197132616	1.5197132616
2005	F	10	14.493407578	14.493407578
2005	F	11	106.50257937	106.50257937
2005	F	12	9.6062852023	9.6062852023
2005	F	13	78.058966974	78.058966974
2005	F	14	1.672311828	1.672311828
2005	F	15	49.817415515	49.817415515
2005	F	16	14.988940092	14.988940092
2005	F	17	34.042421915	34.042421915
2005	F	18	9.8935483871	9.8935483871
2005	F	19	31.938037634	31.938037634
2005	F	20	6.65078085	6.65078085
2005	F	21	13.922107015	13.922107015
2005	F	22	27.332091654	27.332091654
2005	F	23	22.156541219	21.873207885
2005	F	24	7.8023873528	7.8023873528
2005	F	25	2.4931003584	2.4931003584
2005	F	26	0.9382616487	0.9382616487
2005	F	27	9.1058883769	9.1058883769
2005	F	28	13.174910394	13.174910394
2005	F	29	26.133307732	26.133307732
2005	F	30	9.2438684076	9.2438684076
2005	F	31	15.911680748	15.911680748
2005	F	32	8.0927163338	8.0927163338
2005	F	33	9.4721134153	9.4721134153
2005	F	34	24.263735279	24.263735279
2005	F	35	12.570116487	12.570116487
2005	F	36	6.3445212494	6.3445212494
2005	F	37	21.18828725	21.18828725
2005	F	38	32.667364311	32.667364311
2005	F	39	14.019982079	14.019982079
2005	F	40	90.968503584	90.968503584
2005	F	41	55.134479007	55.134479007
2005	F	42	13.83843446	13.83843446
2005	F	43	0.1972222222	0.1972222222
2005	F	44	5.4107334869	5.4107334869
2005	F	45	6.8903673835	6.8903673835
2005	F	46	17.018113159	17.018113159
2005	F	47	8.8576164875	8.8576164875
2005	F	48	14.725812852	14.725812852
2005	F	49	5.0688492063	5.0688492063
2005	F	50	6.1131144393	6.1131144393
2005	F	51	222.2577381	222.0077381
2005	F	52	15.167869944	15.167869944
2005	F	53	4.3407258065	4.3407258065
2005	F	54	17.946217358	17.946217358
2005	F	55	8.2141833077	8.2141833077
2005	F	56	36.867876344	36.867876344
2005	F	57	10.296626984	10.296626984
2005	F	58	4.813952893	4.813952893
2005	F	59	12.544585253	12.544585253
2005	F	60	19.027144137	19.027144137
2005	F	61	20.138114439	19.701017665
2005	F	62	30.571921403	30.571921403
2005	F	63	7.7278353815	7.7278353815
2005	F	64	2.0672427035	2.0672427035
2005	F	65	0.7540322581	0.7540322581
2005	F	66	6.1288978495	6.1288978495
2005	F	67	14.70656682	14.70656682
2005	F	68	1.6751792115	1.6751792115
2005	F	70	18.787928827	18.787928827
2005	F	71	11.4859383	11.4859383
2005	F	72	29.936155914	29.936155914
2005	F	73	8.0184139785	8.0184139785
2005	F	74	12.928942652	12.928942652
2005	F	75	5.2551267281	5.2551267281
2005	F	76	27.517799539	27.517799539
2005	F	77	13.121626984	13.121626984
2005	F	79	10.703116999	10.703116999
2005	F	80	27.079870712	27.079870712
2005	F	81	17.212852023	17.212852023
2005	F	82	13.65672043	13.65672043
2005	F	83	23.598201485	23.598201485
2005	F	84	3.6548387097	3.6548387097
2005	F	85	12.164157706	12.164157706
2005	F	86	39.451043267	39.451043267
2005	F	87	24.076004864	24.076004864
2005	F	88	5.257437276	5.257437276
2005	F	89	8.5602150538	8.5602150538
2005	F	91	7.2686443932	7.2686443932
2005	F	92	8.7336085509	8.7336085509
2005	F	93	24.619150026	24.619150026
2005	F	94	6.5365079365	6.5365079365
2005	F	95	4.4437275986	4.4437275986
2005	F	96	10.488229647	10.488229647
2005	F	97	18.741103431	18.741103431
2005	F	98	16.660810292	16.660810292
2005	F	99	11.932706093	11.932706093
2005	F	100	4.1161290323	4.1161290323
2005	F	101	19.838069636	19.838069636
2005	F	102	6.9218381976	6.9218381976
2005	F	103	2.5025089606	2.5025089606
2005	F	104	13.863364055	13.863364055
2005	F	105	4.0318996416	4.0318996416
2005	F	106	15.20688044	15.20688044
2005	F	107	19.324020737	19.324020737
2005	F	108	28.119790067	28.119790067
2005	F	109	5.7354710701	5.7354710701
2005	F	110	11.3609383	11.3609383
2005	F	111	22.734735023	22.607226062
2005	F	112	5.7256528418	5.7256528418
2005	F	113	6.8948028674	6.8948028674
2005	F	114	11.394041219	11.394041219
2005	F	115	37.154422683	37.154422683
2005	F	116	17.608166923	17.608166923
2005	F	117	3.1947132616	3.1947132616
2005	F	118	3.6367383513	3.6367383513
2005	M	1	0.7885048643	0.7885048643
2005	M	2	2.0483550947	2.0483550947
2005	M	3	0.898655914	0.898655914
2005	M	4	25.03717998	25.03717998
2005	M	5	1.5248847926	1.5248847926
2005	M	6	3.4538530466	3.4538530466
2005	M	7	5.8863799283	5.8863799283
2005	M	8	532.8672555	532.05945981
2005	M	9	0.5714157706	0.5714157706
2005	M	10	12.245807732	12.245807732
2005	M	11	76.402361751	76.080139529
2005	M	12	8.2706221198	8.2706221198
2005	M	13	52.496044547	51.028302611
2005	M	15	20.060298259	20.060298259
2005	M	16	8.4685227855	8.4685227855
2005	M	17	12.547151818	12.426184076
2005	M	18	3.9080453149	3.9080453149
2005	M	19	16.486226318	16.276548899
2005	M	20	2.9623655914	2.9623655914
2005	M	21	4.3960189452	4.3960189452
2005	M	22	20.093727599	20.093727599
2005	M	23	7.6379160266	7.6379160266
2005	M	24	4.1261904762	4.1261904762
2005	M	25	1.688140041	1.688140041
2005	M	26	0.4598566308	0.4598566308
2005	M	27	9.704281874	9.704281874
2005	M	28	8.8823604711	8.8823604711
2005	M	29	19.726062468	19.726062468
2005	M	30	6.1178955453	6.1178955453
2005	M	31	5.84734383	5.84734383
2005	M	32	5.9684139785	5.9684139785
2005	M	33	6.346530978	6.346530978
2005	M	34	6.5900537634	6.5900537634
2005	M	35	3.0966845878	3.0966845878
2005	M	36	2.7948924731	2.7948924731
2005	M	37	14.443785202	14.443785202
2005	M	38	15.089189708	14.965533794
2005	M	39	9.2125640041	9.2125640041
2005	M	40	53.719802867	53.644802867
2005	M	41	24.682558884	24.682558884
2005	M	42	9.5964797747	9.5964797747
2005	M	43	0.7972222222	0.7972222222
2005	M	44	3.6155017921	3.6155017921
2005	M	45	2.5462045571	2.5462045571
2005	M	46	20.242735535	20.242735535
2005	M	47	4.737218382	4.737218382
2005	M	48	4.4853046595	4.4853046595
2005	M	49	3.2048067076	3.2048067076
2005	M	50	3.1142729135	3.1142729135
2005	M	51	223.58241167	222.49907834
2005	M	52	7.8160970302	7.8160970302
2005	M	53	6.5327316948	6.5327316948
2005	M	54	7.6862903226	7.6862903226
2005	M	55	3.5555555556	3.5555555556
2005	M	56	19.919854071	19.836520737
2005	M	57	4.1055555556	4.1055555556
2005	M	58	6.4049283154	6.4049283154
2005	M	59	6.1551971326	6.1551971326
2005	M	60	8.5540258577	8.5540258577
2005	M	61	9.3394265233	9.3394265233
2005	M	62	7.1900089606	7.1900089606
2005	M	63	0.4521761393	0.4521761393
2005	M	64	1.8019905274	1.8019905274
2005	M	65	0.2111111111	0.2111111111
2005	M	66	2.0788722478	2.0788722478
2005	M	67	18.31938044	18.31938044
2005	M	68	0.5151433692	0.5151433692
2005	M	70	3.9350678443	3.9350678443
2005	M	71	6.3037634409	6.3037634409
2005	M	72	16.343349974	15.510016641
2005	M	73	4.9147913466	4.9147913466
2005	M	74	6.5816756272	6.5816756272
2005	M	75	0.7783154122	0.7783154122
2005	M	76	18.122382232	18.095500512
2005	M	77	10.158666155	10.158666155
2005	M	79	4.5499423963	4.5499423963
2005	M	80	15.835067844	15.835067844
2005	M	81	5.333640553	5.333640553
2005	M	82	1.4904121864	1.4904121864
2005	M	83	10.867581925	10.867581925
2005	M	84	2.9685483871	2.9685483871
2005	M	85	6.3639784946	6.3639784946
2005	M	86	13.842716334	12.842716334
2005	M	87	9.4519265233	9.4519265233
2005	M	88	1.9521825397	1.9521825397
2005	M	89	3.6214157706	3.6214157706
2005	M	91	4.3809139785	4.3809139785
2005	M	92	3.2809139785	3.2809139785
2005	M	93	17.647919867	17.647919867
2005	M	94	4.4172043011	4.4172043011
2005	M	95	2.8434651818	2.8434651818
2005	M	96	4.4191180236	4.4191180236
2005	M	97	9.2181515617	9.2181515617
2005	M	98	6.6319892473	6.6319892473
2005	M	99	5.3396761393	5.3396761393
2005	M	100	3.4792562724	3.4792562724
2005	M	101	8.3135304659	8.3135304659
2005	M	102	5.3315028162	5.3315028162
2005	M	103	5.1370519713	5.1370519713
2005	M	104	8.473265489	8.473265489
2005	M	105	2.1002688172	2.1002688172
2005	M	106	4.5151497696	4.5151497696
2005	M	107	6.6286162314	6.6286162314
2005	M	108	7.1769457245	7.1769457245
2005	M	109	1.4226638505	1.4226638505
2005	M	110	3.061827957	3.061827957
2005	M	111	15.541193036	14.879902714
2005	M	112	1.2359318996	1.2359318996
2005	M	113	1.3977214542	1.3977214542
2005	M	114	7.4386776754	7.4386776754
2005	M	115	24.97905786	24.933358935
2005	M	116	8.4015873016	8.4015873016
2005	M	117	1.50609319	1.50609319
2005	M	118	0.7911290323	0.7911290323
2006	F	1	6.3282322069	6.3282322069
2006	F	2	5.6011648746	5.6011648746
2006	F	3	3.7127240143	3.7127240143
2006	F	4	74.092210701	74.092210701
2006	F	5	4.0279441884	4.0279441884
2006	F	6	19.915277778	19.915277778
2006	F	7	6.1613095238	6.1613095238
2006	F	8	564.668734	563.30833973
2006	F	9	1.1505376344	1.1505376344
2006	F	10	15.579659498	15.579659498
2006	F	11	102.04875832	102.04875832
2006	F	12	11.618253968	11.618253968
2006	F	13	92.040693804	92.040693804
2006	F	14	0.975	0.975
2006	F	15	54.178219406	54.178219406
2006	F	16	14.390181772	14.390181772
2006	F	17	37.086539939	37.083851767
2006	F	18	12.797689452	12.797689452
2006	F	19	35.187730415	35.187730415
2006	F	20	8.7370391705	8.7370391705
2006	F	21	16.07296467	16.07296467
2006	F	22	30.531041987	30.531041987
2006	F	23	21.185093446	21.185093446
2006	F	24	10.75032002	10.75032002
2006	F	25	1.5979070661	1.5979070661
2006	F	26	4.2694444444	4.2694444444
2006	F	27	9.9811571941	9.9811571941
2006	F	28	22.445794931	22.445794931
2006	F	29	24.105811572	24.105811572
2006	F	30	12.345903738	12.345903738
2006	F	31	18.331688428	18.331688428
2006	F	32	4.7786994368	4.7786994368
2006	F	33	5.3725806452	5.3725806452
2006	F	34	23.174622376	23.174622376
2006	F	35	11.23983615	11.23983615
2006	F	36	4.0697644649	4.0697644649
2006	F	37	24.861283922	24.861283922
2006	F	38	36.232008449	36.232008449
2006	F	39	15.325454429	15.325454429
2006	F	40	84.318682796	84.318682796
2006	F	41	63.251446493	63.251446493
2006	F	42	14.484767025	14.484767025
2006	F	43	0.2194444444	0.2194444444
2006	F	44	4.2652585765	4.2652585765
2006	F	45	7.8973758321	7.8973758321
2006	F	46	17.097171019	17.097171019
2006	F	47	10.214157706	10.214157706
2006	F	48	17.106970046	17.106970046
2006	F	49	6.6865719406	6.6865719406
2006	F	50	4.4995519713	4.4995519713
2006	F	51	252.33224526	251.84335637
2006	F	52	14.724302355	14.724302355
2006	F	53	8.2181003584	8.2181003584
2006	F	54	21.04828469	21.04828469
2006	F	55	8.8242703533	8.8242703533
2006	F	56	46.227041731	46.227041731
2006	F	57	10.28531746	10.28531746
2006	F	58	7.8156490015	7.8156490015
2006	F	59	8.702937788	8.702937788
2006	F	60	13.760419867	13.760419867
2006	F	61	22.656963646	22.404633897
2006	F	62	39.289663338	39.289663338
2006	F	63	13.866365847	13.866365847
2006	F	64	3.3754480287	3.3754480287
2006	F	65	0.4909050179	0.4909050179
2006	F	66	9.8203405018	9.8203405018
2006	F	67	18.363882488	18.363882488
2006	F	68	2.6475806452	2.6475806452
2006	F	70	21.558774962	21.558774962
2006	F	71	13.669444444	13.669444444
2006	F	72	34.553917051	34.553917051
2006	F	73	8.9958781362	8.9958781362
2006	F	74	13.710976703	13.710976703
2006	F	75	4.3413082437	4.3413082437
2006	F	76	25.582878904	25.582878904
2006	F	77	18.205113927	18.205113927
2006	F	79	6.9453213006	6.9453213006
2006	F	80	25.946127752	25.946127752
2006	F	81	21.405709165	21.405709165
2006	F	82	13.499110343	13.499110343
2006	F	83	29.680049923	29.680049923
2006	F	84	5.4903609831	5.4903609831
2006	F	85	7.9243727599	7.9243727599
2006	F	86	43.765252176	43.765252176
2006	F	87	31.186783154	31.186783154
2006	F	88	7.3894265233	7.3894265233
2006	F	89	10.560855095	10.560855095
2006	F	91	13.970974142	13.970974142
2006	F	92	9.7634472606	9.7634472606
2006	F	93	18.521934204	18.521934204
2006	F	94	6.8496223758	6.8496223758
2006	F	95	3.6861623144	3.6861623144
2006	F	96	8.8379608295	8.8379608295
2006	F	97	22.688543267	22.688543267
2006	F	98	16.833954173	16.833954173
2006	F	99	9.8796594982	9.8796594982
2006	F	100	2.7187275986	2.7187275986
2006	F	101	22.967293907	22.967293907
2006	F	102	5.4727598566	5.4727598566
2006	F	103	4.5424539171	4.5424539171
2006	F	104	17.897395033	17.897395033
2006	F	105	6.3870199693	6.3870199693
2006	F	106	20.305741167	20.305741167
2006	F	107	23.052163338	23.052163338
2006	F	108	32.32281106	32.32281106
2006	F	109	10.53844086	10.53844086
2006	F	110	16.492261905	16.492261905
2006	F	111	23.136578341	22.606022785
2006	F	112	4.4975806452	4.4975806452
2006	F	113	10.379032258	10.379032258
2006	F	114	12.088978495	12.088978495
2006	F	115	36.863895289	36.863895289
2006	F	116	9.2284946237	9.2284946237
2006	F	117	3.2103046595	3.2103046595
2006	F	118	1.7458781362	1.7458781362
2006	M	1	1.4042114695	1.4042114695
2006	M	2	1.8132616487	1.8132616487
2006	M	3	2.5625448029	2.5625448029
2006	M	4	29.41703789	29.41703789
2006	M	5	3.0003776242	3.0003776242
2006	M	6	8.1702508961	8.1702508961
2006	M	7	3.3361175115	3.3361175115
2006	M	8	513.3578725	510.41324885
2006	M	9	0.8288530466	0.8288530466
2006	M	10	9.8153353815	9.8153353815
2006	M	11	75.420026882	75.409274194
2006	M	12	8.0337365591	8.0337365591
2006	M	13	58.219457245	57.91390169
2006	M	14	0.123655914	0.123655914
2006	M	15	24.831176395	24.831176395
2006	M	16	5.7940220174	5.7940220174
2006	M	17	17.17109575	17.17109575
2006	M	18	4.6675691244	4.6675691244
2006	M	19	15.270718126	15.270718126
2006	M	20	3.4254480287	3.4254480287
2006	M	21	2.4066308244	2.4066308244
2006	M	22	18.109645417	17.937602407
2006	M	23	5.4125768049	5.4125768049
2006	M	24	5.6503776242	5.6503776242
2006	M	25	1.952688172	1.952688172
2006	M	26	2.8396057348	2.8396057348
2006	M	27	10.228545827	10.099513569
2006	M	28	10.934498208	10.934498208
2006	M	29	17.040117768	17.040117768
2006	M	30	5.629390681	5.629390681
2006	M	31	7.7908986175	7.7908986175
2006	M	32	4.486827957	4.486827957
2006	M	33	4.136015105	4.136015105
2006	M	34	6.1991935484	6.1991935484
2006	M	35	3.3268817204	3.3268817204
2006	M	36	4.361827957	4.361827957
2006	M	37	14.675422427	14.675422427
2006	M	38	17.305017921	17.305017921
2006	M	39	6.3312724014	6.3312724014
2006	M	40	48.713645673	48.713645673
2006	M	41	30.613293651	30.613293651
2006	M	42	10.237205581	10.237205581
2006	M	43	1	1
2006	M	44	3.0087109575	3.0087109575
2006	M	45	2.621530978	2.621530978
2006	M	46	22.253859447	22.253859447
2006	M	47	5.4173835125	5.4173835125
2006	M	48	8.6314708141	8.6314708141
2006	M	49	2.9071684588	2.6571684588
2006	M	50	2.3415770609	2.3415770609
2006	M	51	245.73154762	243.90072325
2006	M	52	5.2924027138	5.2924027138
2006	M	53	4.5948796723	4.5948796723
2006	M	54	8.3063620072	8.3063620072
2006	M	55	2.5344598054	2.5344598054
2006	M	56	24.286482335	24.286482335
2006	M	57	4.458218126	4.458218126
2006	M	58	7.1424731183	7.1424731183
2006	M	59	8.1678379416	8.1678379416
2006	M	60	5.930344342	5.930344342
2006	M	61	10.450288018	10.450288018
2006	M	62	8.4543266769	8.4543266769
2006	M	63	1.0799283154	1.0799283154
2006	M	64	1.6993727599	1.6993727599
2006	M	65	0.4653225806	0.4653225806
2006	M	66	1.792140297	1.792140297
2006	M	67	16.586315924	16.502982591
2006	M	69	0.9017857143	0.9017857143
2006	M	70	5.6462301587	5.6462301587
2006	M	71	6.744265233	6.744265233
2006	M	72	10.525108807	10.457904506
2006	M	73	7.1146953405	6.9813620072
2006	M	74	4.2316948285	4.2316948285
2006	M	75	0.1764336918	0.1764336918
2006	M	76	19.631918843	19.631918843
2006	M	77	6.8359254992	6.8359254992
2006	M	79	3.7407514081	3.7407514081
2006	M	80	14.02062212	13.937288786
2006	M	81	5.3572772657	5.3572772657
2006	M	82	2.2298387097	2.2298387097
2006	M	83	11.227534562	11.227534562
2006	M	84	3.9828917051	3.8968701997
2006	M	85	7.228187404	7.228187404
2006	M	86	11.638696877	11.495839734
2006	M	87	10.137275986	10.137275986
2006	M	88	1.7358422939	1.7358422939
2006	M	89	7.8046210958	7.8046210958
2006	M	91	2.7658602151	2.7658602151
2006	M	92	6.6462365591	6.6462365591
2006	M	93	15.876049667	15.876049667
2006	M	94	6.2176779314	6.2176779314
2006	M	95	3.3465373784	3.3465373784
2006	M	96	2.2076164875	2.2076164875
2006	M	97	9.2415194572	9.2415194572
2006	M	98	5.8373719918	5.8373719918
2006	M	99	5.8826228879	5.8826228879
2006	M	100	3.7763568868	3.7763568868
2006	M	101	10.130069124	10.130069124
2006	M	102	3.7854390681	3.7854390681
2006	M	103	5.9327764977	5.9327764977
2006	M	104	12.542121096	12.542121096
2006	M	105	3.1036738351	3.1036738351
2006	M	106	5.5712365591	5.5712365591
2006	M	107	4.1105286738	4.1105286738
2006	M	108	8.3545762929	8.3545762929
2006	M	109	1.5879288274	1.5879288274
2006	M	110	3.5420186892	3.5420186892
2006	M	111	8.8290770609	8.8290770609
2006	M	112	0.713172043	0.713172043
2006	M	113	3.8123655914	3.8123655914
2006	M	114	5.7316308244	5.7316308244
2006	M	115	25.776836918	25.776836918
2006	M	116	4.8496799795	4.8496799795
2006	M	117	1.6090501792	1.6090501792
2006	M	118	2.2094982079	2.2094982079
2007	F	1	6.5103622632	6.5103622632
2007	F	2	5.770078085	5.770078085
2007	F	3	4.1863799283	4.1863799283
2007	F	4	62.150876856	62.150876856
2007	F	5	4.3454301075	4.3454301075
2007	F	6	29.142063492	29.142063492
2007	F	7	5.2522401434	5.2522401434
2007	F	8	531.05460829	530.56042627
2007	F	9	4.7578853047	4.7578853047
2007	F	10	10.64046979	10.64046979
2007	F	11	89.596857399	89.596857399
2007	F	12	11.384440604	11.384440604
2007	F	13	91.894655658	91.894655658
2007	F	14	1.1625448029	1.1625448029
2007	F	15	53.2390553	53.2390553
2007	F	16	12.415578597	12.415578597
2007	F	17	38.424257552	38.424257552
2007	F	18	15.620558116	15.620558116
2007	F	19	32.553923451	32.553923451
2007	F	20	15.57140297	15.57140297
2007	F	21	16.478776242	16.478776242
2007	F	22	24.144790067	24.144790067
2007	F	23	21.39406042	21.39406042
2007	F	24	10.184229391	10.184229391
2007	F	25	3.2838645673	3.2838645673
2007	F	26	9.6106630824	9.6106630824
2007	F	27	14.185208653	14.185208653
2007	F	28	30.93483743	30.93483743
2007	F	29	29.24718382	29.24718382
2007	F	30	14.656810036	14.656810036
2007	F	31	20.683832565	20.271735791
2007	F	32	2.548015873	2.548015873
2007	F	33	7.3632296467	7.3632296467
2007	F	34	22.128341014	22.128341014
2007	F	35	8.8459165387	8.8459165387
2007	F	36	3.1611367127	3.1611367127
2007	F	37	28.084594214	28.084594214
2007	F	38	38.052124936	38.052124936
2007	F	39	12.501075269	12.501075269
2007	F	40	79.553859447	79.553859447
2007	F	41	69.860087046	69.860087046
2007	F	42	14.590879416	14.590879416
2007	F	43	0.3416666667	0.3416666667
2007	F	44	6.3454941116	6.3454941116
2007	F	45	7.6973310292	7.6973310292
2007	F	46	17.125409626	17.125409626
2007	F	47	16.837480799	16.837480799
2007	F	48	18.234357399	18.234357399
2007	F	49	3.9889144905	3.9889144905
2007	F	50	6.0502560164	6.0502560164
2007	F	51	286.17876984	285.4703469
2007	F	52	15.443196365	15.443196365
2007	F	53	5.3801395289	5.3801395289
2007	F	54	23.483250128	23.483250128
2007	F	55	10.31468254	10.31468254
2007	F	56	44.627784178	44.627784178
2007	F	57	10.608781362	10.608781362
2007	F	58	8.1089093702	8.1089093702
2007	F	59	7.9347222222	7.9347222222
2007	F	60	16.084786226	16.084786226
2007	F	61	13.205734767	13.205734767
2007	F	62	38.345436508	38.345436508
2007	F	63	11.608838966	11.608838966
2007	F	64	6.6662378392	6.6662378392
2007	F	65	0.520609319	0.520609319
2007	F	66	8.0163786482	8.0163786482
2007	F	67	16.411008705	16.411008705
2007	F	68	3.3224014337	3.3224014337
2007	F	69	0.0694444444	0.0694444444
2007	F	70	26.774001536	26.774001536
2007	F	71	18.897318228	18.897318228
2007	F	72	28.554614695	28.554614695
2007	F	73	11.538722478	11.538722478
2007	F	74	13.516461854	13.516461854
2007	F	75	5.5654761905	5.5654761905
2007	F	76	24.588396057	24.588396057
2007	F	77	26.113920891	26.113920891
2007	F	79	12.076497696	12.076497696
2007	F	80	35.532270865	35.532270865
2007	F	81	21.732424475	21.732424475
2007	F	82	12.345762929	12.345762929
2007	F	83	32.404832309	32.404832309
2007	F	84	6.0964349718	6.0964349718
2007	F	85	8.58109319	8.58109319
2007	F	86	31.201740911	31.201740911
2007	F	87	33.232117256	33.232117256
2007	F	88	8.092953149	8.092953149
2007	F	89	14.017127496	14.017127496
2007	F	91	11.060707885	11.060707885
2007	F	92	12.924462366	12.924462366
2007	F	93	18.078789042	18.078789042
2007	F	94	8.0591845878	8.0591845878
2007	F	95	7.644796467	7.644796467
2007	F	96	7.8357782898	7.8357782898
2007	F	97	21.290828213	21.290828213
2007	F	98	18.456131592	18.456131592
2007	F	99	9.7271377368	9.7271377368
2007	F	100	3.055344342	3.055344342
2007	F	101	23.42921787	23.42921787
2007	F	102	3.8349078341	3.8349078341
2007	F	103	3.3738735279	3.3738735279
2007	F	104	18.641461854	18.641461854
2007	F	105	7.6768689196	7.6768689196
2007	F	106	26.457475678	26.457475678
2007	F	107	17.467537122	17.467537122
2007	F	108	44.968458781	44.968458781
2007	F	109	18.781835637	18.781835637
2007	F	110	15.166199437	15.166199437
2007	F	111	21.230209933	20.535765489
2007	F	112	6.1108422939	6.1108422939
2007	F	113	11.276907322	11.276907322
2007	F	114	6.4831669227	6.4831669227
2007	F	115	25.867921147	25.867921147
2007	F	116	9.7693100358	9.7693100358
2007	F	117	5.6233870968	5.6233870968
2007	F	118	4.4754608295	4.4754608295
2007	M	1	2.8321684588	2.8321684588
2007	M	2	2.1503584229	2.1503584229
2007	M	3	2.4983294931	2.4983294931
2007	M	4	28.130747568	28.130747568
2007	M	5	3.9773297491	3.9773297491
2007	M	6	12.743637993	12.743637993
2007	M	7	2.0275985663	2.0275985663
2007	M	8	493.44035458	490.83793523
2007	M	9	1.0323476703	1.0323476703
2007	M	10	9.401702509	9.401702509
2007	M	11	58.393637993	58.263082437
2007	M	12	7.8961213518	7.8961213518
2007	M	13	56.572580645	56.572580645
2007	M	14	0.6163082437	0.6163082437
2007	M	15	28.667773938	28.667773938
2007	M	16	4.7450332821	4.7450332821
2007	M	17	15.502355351	15.502355351
2007	M	18	8.9128264209	8.9128264209
2007	M	19	21.525582437	21.525582437
2007	M	20	4.2741039427	4.2741039427
2007	M	21	5.4647273425	5.4647273425
2007	M	22	13.557853303	13.557853303
2007	M	23	7.9709677419	7.9709677419
2007	M	24	4.9872887865	4.9872887865
2007	M	25	2.1556195597	2.1556195597
2007	M	26	3.4485663082	3.4485663082
2007	M	27	15.171530978	15.171530978
2007	M	28	11.985215054	11.985215054
2007	M	29	14.516154634	14.516154634
2007	M	30	5.3391705069	5.3391705069
2007	M	31	10.889631336	10.889631336
2007	M	32	5.5932155658	5.5932155658
2007	M	33	4.4139784946	4.4139784946
2007	M	34	8.0552803379	8.0552803379
2007	M	35	4.5479454685	4.5479454685
2007	M	36	2.8822580645	2.8822580645
2007	M	37	12.034824629	12.034824629
2007	M	38	16.759197389	16.759197389
2007	M	39	7.280593958	7.280593958
2007	M	40	45.642959549	45.642959549
2007	M	41	36.474718382	36.232693292
2007	M	42	10.207859703	10.207859703
2007	M	43	1.1453405018	1.1453405018
2007	M	44	2.4605734767	2.4605734767
2007	M	45	3.2831221198	3.2831221198
2007	M	46	22.012384793	22.012384793
2007	M	47	7.3494623656	7.3494623656
2007	M	48	9.5296658986	9.5296658986
2007	M	49	1.0613799283	0.8947132616
2007	M	50	3.3274129544	3.3274129544
2007	M	51	265.93720558	263.38794803
2007	M	52	3.9418778802	3.9418778802
2007	M	53	4.2304019457	4.2165130568
2007	M	54	7.1943676395	7.1943676395
2007	M	55	1.9344982079	1.9344982079
2007	M	56	22.135643881	22.135643881
2007	M	57	7.5430427547	7.5430427547
2007	M	58	6.3789170507	6.3789170507
2007	M	59	5.8946428571	5.8946428571
2007	M	60	7.9388184844	7.9388184844
2007	M	61	10.702592166	10.702592166
2007	M	62	13.800076805	13.800076805
2007	M	63	1.5458781362	1.5458781362
2007	M	64	3.2300179211	3.2300179211
2007	M	65	0.1806451613	0.1806451613
2007	M	66	2.0167050691	2.0167050691
2007	M	67	14.108013313	14.108013313
2007	M	68	0.9435483871	0.9435483871
2007	M	69	0.527156938	0.527156938
2007	M	70	4.3010112647	4.3010112647
